# The energy threshold above which the kinetic energy of a charged particle should be to take part in the electrical field calculations is 0.1 MeV
# time (ns)	electric field (V/m)
# Antenna 0 at (0m, -90m, 10m) (Geant4 coordinates)
472.4 (0,0,0)
472.6 (0,0,0)
472.8 (0,0,0)
473 (0,0,0)
473.2 (0,0,0)
473.4 (0,0,0)
473.6 (0,0,0)
473.8 (0,0,0)
474 (0,0,0)
474.2 (0,0,0)
474.4 (0,0,0)
474.6 (0,0,0)
474.8 (0,0,0)
475 (0,0,0)
475.2 (0,0,0)
475.4 (0,0,0)
475.6 (0,0,0)
475.8 (0,0,0)
476 (0,0,0)
476.2 (0,0,0)
476.4 (0,0,0)
476.6 (0,0,0)
476.8 (0,0,0)
477 (0,0,0)
477.2 (0,0,0)
477.4 (0,0,0)
477.6 (0,0,0)
477.8 (0,0,0)
478 (0,0,0)
478.2 (0,0,0)
478.4 (0,0,0)
478.6 (0,0,0)
478.8 (0,0,0)
479 (0,0,0)
479.2 (0,0,0)
479.4 (0,0,0)
479.6 (0,0,0)
479.8 (0,0,0)
480 (0,0,0)
480.2 (0,0,0)
480.4 (0,0,0)
480.6 (0,0,0)
480.8 (0,0,0)
481 (0,0,0)
481.2 (0,0,0)
481.4 (0,0,0)
481.6 (0,0,0)
481.8 (0,0,0)
482 (0,0,0)
482.2 (0,0,0)
482.4 (0,0,0)
482.6 (0,0,0)
482.8 (0,0,0)
483 (0,0,0)
483.2 (0,0,0)
483.4 (0,0,0)
483.6 (0,0,0)
483.8 (0,0,0)
484 (0,0,0)
484.2 (0,0,0)
484.4 (0,0,0)
484.6 (0,0,0)
484.8 (0,0,0)
485 (0,0,0)
485.2 (0,0,0)
485.4 (0,0,0)
485.6 (0,0,0)
485.8 (0,0,0)
486 (0,0,0)
486.2 (0,0,0)
486.4 (0,0,0)
486.6 (0,0,0)
486.8 (0,0,0)
487 (0,0,0)
487.2 (0,0,0)
487.4 (0,0,0)
487.6 (0,0,0)
487.8 (0,0,0)
488 (0,0,0)
488.2 (0,0,0)
488.4 (0,0,0)
488.6 (0,0,0)
488.8 (0,0,0)
489 (0,0,0)
489.2 (0,0,0)
489.4 (0,0,0)
489.6 (0,0,0)
489.8 (0,0,0)
490 (0,0,0)
490.2 (0,0,0)
490.4 (0,0,0)
490.6 (0,0,0)
490.8 (0,0,0)
491 (0,0,0)
491.2 (0,0,0)
491.4 (0,0,0)
491.6 (0,0,0)
491.8 (0,0,0)
492 (0,0,0)
492.2 (0,0,0)
492.4 (1.03029744396955e-11,2.72417126650298e-12,3.02092435033265e-11)
492.6 (9.46443448069605e-10,6.2828702385359e-11,6.93467075850826e-10)
492.8 (-9.1968883848962e-10,-6.00143518122848e-11,-6.70238606756282e-10)
493 (-1.35658434755242e-10,2.02861637119935e-11,1.93055091719871e-10)
493.2 (1.19420832346979e-10,-2.26689180390852e-11,-2.27997505434555e-10)
493.4 (4.9191601099553e-12,-1.77950912573665e-13,-1.76101338688074e-12)
493.6 (-6.82868058930131e-11,6.81552380459311e-13,3.02087033140445e-12)
493.8 (6.78259063611504e-11,-5.14725523905992e-13,-4.42359692406904e-12)
494 (2.37644293782504e-12,-2.20316879727983e-12,-2.61722772406221e-11)
494.2 (3.0551358855577e-13,1.8732816554674e-12,1.96481481274793e-11)
494.4 (-1.93707011663134e-11,-4.39678261016705e-13,-5.09048116631058e-12)
494.6 (8.89521233444595e-12,4.30730454580292e-13,4.4936915910884e-12)
494.8 (-7.33518858491016e-11,-4.72938037869343e-14,-1.50453434789211e-12)
495 (1.95184925885484e-10,-1.25930468754613e-11,-1.20562018960374e-10)
495.2 (-1.22231878620672e-10,1.31310632708786e-11,1.22650037186486e-10)
495.4 (3.72260973790098e-12,4.78937612272345e-13,4.39046004534219e-12)
495.6 (3.48716605571117e-10,4.56161626895917e-11,3.54282747421936e-10)
495.8 (-3.52795110336275e-10,-4.57374720955054e-11,-3.63213143165874e-10)
496 (-4.94826231075885e-12,5.9134339521825e-13,5.7249808391841e-12)
496.2 (2.29461340967413e-10,6.85960609489243e-12,1.11644683147633e-10)
496.4 (6.26713360164585e-11,3.4845339660312e-11,2.8459449718403e-10)
496.6 (-3.12130279328267e-10,-4.26211461617591e-11,-4.12593787313924e-10)
496.8 (4.02287025169648e-11,6.63084670113238e-12,6.0709515096091e-11)
497 (-1.81399243483271e-11,-3.25222118817668e-12,-2.77625667678381e-11)
497.2 (7.17221014130908e-13,4.72587387643914e-13,5.02694092810364e-12)
497.4 (7.60105166165221e-12,1.08876823847954e-12,1.03110962876102e-11)
497.6 (6.29446924423043e-11,2.19057844729886e-12,1.77395139328595e-11)
497.8 (-9.4594173540934e-11,4.5004912606679e-13,-9.71286997013327e-13)
498 (-7.67029025384979e-11,3.84486562044316e-11,3.35392643552837e-10)
